Date,Ranks,Crypto,Symbol,Market Cap,Closing Price,Supply,
02/12/18,7,Litecoin,LTC,"$2,002,705,712.11",33.71,"59,404,288 LTC",
02/12/18,8,Tether,USDT,"$1,853,398,856.15",1.00,"1,856,421,736 USDT *",
02/12/18,9,Bitcoin SV,BSV,"$1,754,285,184.08",100.37,"17,477,861 BSV",
02/12/18,10,Cardano,ADA,"$1,080,429,209.08",0.04,"25,927,070,538 ADA",
06/01/19,1,Bitcoin,BTC,"$71,206,795,852.79",4076.63,"17,467,062 BTC",
06/01/19,2,Ethereum,ETH,"$16,442,429,109.11",157.75,"104,233,441 ETH",
06/01/19,3,XRP,XRP,"$15,028,369,642.24",0.37,"40,794,121,066 XRP *",
06/01/19,4,Bitcoin Cash,BCH,"$2,928,444,441.06",166.84,"17,552,288 BCH",
06/01/19,5,EOS,EOS,"$2,605,701,210.90",2.88,"906,245,118 EOS *",
06/01/19,6,Litecoin,LTC,"$2,354,185,201.46",39.30,"59,904,678 LTC",
06/01/19,7,Stellar,XLM,"$2,306,881,891.24",0.12,"19,162,756,352 XLM *",
06/01/19,8,Tether,USDT,"$1,910,347,640.98",1.02,"1,866,343,584 USDT *",
06/01/19,9,Bitcoin SV,BSV,"$1,586,211,999.90",90.38,"17,551,311 BSV",
06/01/19,10,TRON,TRX,"$1,533,052,180.50",0.02,"66,641,117,515 TRX",
03/02/19,1,Bitcoin,BTC,"$60,681,847,607.58",3464.01,"17,517,787 BTC",
03/02/19,2,XRP,XRP,"$12,445,862,136.99",0.30,"41,163,466,448 XRP *",
03/02/19,3,Ethereum,ETH,"$11,254,870,706.43",107.49,"104,703,610 ETH",
03/02/19,4,EOS,EOS,"$2,152,844,813.25",2.38,"906,245,118 EOS *",
03/02/19,5,Bitcoin Cash,BCH,"$2,091,663,603.10",118.83,"17,602,425 BCH",
03/02/19,6,Tether,USDT,"$2,020,950,151.37",1.00,"2,020,855,917 USDT *",
03/02/19,7,Litecoin,LTC,"$2,016,740,847.84",33.44,"60,310,581 LTC",
03/02/19,8,TRON,TRX,"$1,696,159,965.92",0.03,"66,668,553,480 TRX",
03/02/19,9,Stellar,XLM,"$1,559,217,083.49",0.08,"19,167,472,159 XLM *",
03/02/19,10,Bitcoin SV,BSV,"$1,121,559,772.35",63.72,"17,601,461 BSV",
03/03/19,1,Bitcoin,BTC,"$67,592,376,373.20",3847.18,"17,569,350 BTC",
03/03/19,2,Ethereum,ETH,"$13,900,679,027.02",132.25,"105,109,567 ETH",
03/03/19,3,XRP,XRP,"$12,949,767,220.58",0.31,"41,432,141,931 XRP *",
03/03/19,4,EOS,EOS,"$3,220,736,331.65",3.55,"906,245,118 EOS *",
03/03/19,5,Litecoin,LTC,"$2,937,680,217.52",48.38,"60,720,561 LTC",
03/03/19,6,Bitcoin Cash,BCH,"$2,322,338,738.88",131.56,"17,652,813 BCH",
03/03/19,7,Tether,USDT,"$2,043,328,704.97",1.01,"2,022,657,817 USDT *",
03/03/19,8,Stellar,XLM,"$1,675,990,127.30",0.09,"19,212,285,695 XLM *",
03/03/19,9,Binance Coin,BNB,"$1,628,869,046.88",11.54,"141,175,490 BNB *",
03/03/19,10,TRON,TRX,"$1,515,198,953.40",0.02,"66,682,072,191 TRX",
07/04/19,1,Bitcoin,BTC,"$91,674,230,185.93",5198.90,"17,633,400 BTC",
07/04/19,2,Ethereum,ETH,"$18,424,576,820.42",174.53,"105,565,822 ETH",
07/04/19,3,XRP,XRP,"$15,021,731,304.72",0.36,"41,743,765,071 XRP *",
07/04/19,4,Bitcoin Cash,BCH,"$5,662,007,844.39",319.60,"17,716,113 BCH",
07/04/19,5,Litecoin,LTC,"$5,653,406,711.33",92.31,"61,242,136 LTC",
07/04/19,6,EOS,EOS,"$4,943,668,665.75",5.46,"906,245,118 EOS *",
07/04/19,7,Binance Coin,BNB,"$2,697,901,876.07",19.11,"141,175,490 BNB *",
07/04/19,8,Stellar,XLM,"$2,510,903,306.46",0.13,"19,269,668,926 XLM *",
07/04/19,9,Cardano,ADA,"$2,345,996,894.44",0.09,"25,927,070,538 ADA",
07/04/19,10,Tether,USDT,"$2,090,015,279.43",1.00,"2,080,443,204 USDT *",
05/05/19,1,Bitcoin,BTC,"$102,494,420,158.46",5795.71,"17,684,537 BTC",
05/05/19,2,Ethereum,ETH,"$17,317,292,590.97",163.45,"105,948,111 ETH",
05/05/19,3,XRP,XRP,"$12,724,692,457.41",0.30,"42,087,046,846 XRP *",
05/05/19,4,Bitcoin Cash,BCH,"$5,222,388,151.39",293.95,"17,766,400 BCH",
05/05/19,5,Litecoin,LTC,"$4,683,927,727.29",75.98,"61,643,308 LTC",
05/05/19,6,EOS,EOS,"$4,624,937,769.96",4.90,"944,573,944 EOS *",
05/05/19,7,Binance Coin,BNB,"$3,249,853,031.21",23.02,"141,175,490 BNB *",
05/05/19,8,Tether,USDT,"$2,786,657,649.43",1.00,"2,780,329,382 USDT *",
05/05/19,9,Stellar,XLM,"$1,892,994,496.69",0.10,"19,135,211,381 XLM *",
05/05/19,10,Cardano,ADA,"$1,714,978,393.80",0.07,"25,927,070,538 ADA",
02/06/19,1,Bitcoin,BTC,"$155,077,231,351.22",8742.96,"17,737,387 BTC",
02/06/19,2,Ethereum,ETH,"$28,732,949,884.75",270.23,"106,329,517 ETH",
02/06/19,3,XRP,XRP,"$18,761,924,960.17",0.44,"42,181,995,112 XRP *",
02/06/19,4,Bitcoin Cash,BCH,"$7,906,527,803.35",443.77,"17,816,663 BCH",
02/06/19,5,EOS,EOS,"$7,132,765,224.42",7.77,"917,511,591 EOS *",
02/06/19,6,Litecoin,LTC,"$7,117,549,253.45",114.70,"62,052,076 LTC",
02/06/19,7,Binance Coin,BNB,"$4,683,362,944.16",33.17,"141,175,490 BNB *",
02/06/19,8,Bitcoin SV,BSV,"$3,419,756,287.17",191.97,"17,814,373 BSV",
02/06/19,9,Tether,USDT,"$3,138,617,718.16",1.00,"3,131,993,375 USDT *",
02/06/19,10,Stellar,XLM,"$2,659,873,179.10",0.14,"19,327,248,744 XLM *",
07/07/19,1,Bitcoin,BTC,"$203,881,891,345.94",11450.85,"17,804,962 BTC",
07/07/19,2,Ethereum,ETH,"$32,650,611,905.72",305.70,"106,805,862 ETH",
07/07/19,3,XRP,XRP,"$16,900,947,895.06",0.40,"42,566,596,173 XRP *",
07/07/19,4,Litecoin,LTC,"$7,527,688,154.66",120.32,"62,563,441 LTC",
07/07/19,5,Bitcoin Cash,BCH,"$7,362,894,509.27",411.81,"17,879,363 BCH",
07/07/19,6,EOS,EOS,"$5,495,328,927.99",5.96,"922,278,076 EOS *",
07/07/19,7,Binance Coin,BNB,"$4,692,823,027.78",33.24,"141,175,490 BNB *",
07/07/19,8,Tether,USDT,"$3,710,332,354.50",1.00,"3,701,263,728 USDT *",
07/07/19,9,Bitcoin SV,BSV,"$3,563,006,593.27",199.55,"17,854,986 BSV",
07/07/19,10,TRON,TRX,"$2,329,386,104.44",0.03,"66,682,072,191 TRX",
04/08/19,1,Bitcoin,BTC,"$195,907,875,403.02",10970.18,"17,858,212 BTC",
04/08/19,2,Ethereum,ETH,"$23,867,371,248.81",222.67,"107,187,320 ETH",
04/08/19,3,XRP,XRP,"$13,712,472,284.60",0.32,"42,872,646,068 XRP *",
04/08/19,4,Bitcoin Cash,BCH,"$5,982,644,434.30",333.67,"17,929,638 BCH",
04/08/19,5,Litecoin,LTC,"$5,868,857,449.00",93.20,"62,968,018 LTC",
04/08/19,6,Binance Coin,BNB,"$4,285,994,666.62",27.56,"155,536,713 BNB *",
04/08/19,7,Tether,USDT,"$4,046,865,534.54",1.01,"4,026,461,173 USDT *",
04/08/19,8,EOS,EOS,"$3,928,841,375.24",4.24,"926,112,021 EOS *",
04/08/19,9,Bitcoin SV,BSV,"$2,687,245,449.40",150.50,"17,854,986 BSV",
04/08/19,10,Stellar,XLM,"$1,611,200,658.02",0.08,"19,617,693,058 XLM *",
01/09/19,1,Bitcoin,BTC,"$174,768,292,883.37",9757.97,"17,910,312 BTC",
01/09/19,2,Ethereum,ETH,"$18,461,846,967.60",171.63,"107,568,079 ETH",
01/09/19,3,XRP,XRP,"$11,092,364,971.53",0.26,"42,984,656,144 XRP *",
01/09/19,4,Bitcoin Cash,BCH,"$5,076,312,771.38",282.33,"17,980,125 BCH",
01/09/19,5,Litecoin,LTC,"$4,177,872,604.63",66.14,"63,162,599 LTC",
01/09/19,6,Tether,USDT,"$4,026,198,549.68",1.00,"4,007,869,728 USDT *",
01/09/19,7,Binance Coin,BNB,"$3,354,720,068.00",21.57,"155,536,713 BNB *",
01/09/19,8,EOS,EOS,"$3,047,908,479.86",3.28,"929,953,584 EOS *",
01/09/19,9,Bitcoin SV,BSV,"$2,314,946,418.42",129.65,"17,854,986 BSV",
01/09/19,10,Monero,XMR,"$1,233,580,704.17",71.78,"17,186,343 XMR",
06/10/19,1,Bitcoin,BTC,"$143,607,672,862.46",7988.16,"17,977,575 BTC",
06/10/19,2,Ethereum,ETH,"$18,697,637,484.06",173.06,"108,041,892 ETH",
06/10/19,3,XRP,XRP,"$11,112,666,133.08",0.26,"43,121,735,112 XRP *",
06/10/19,4,Tether,USDT,"$4,157,697,859.38",1.01,"4,108,044,456 USDT *",
06/10/19,5,Bitcoin Cash,BCH,"$4,031,015,784.73",223.41,"18,042,975 BCH",
06/10/19,6,Litecoin,LTC,"$3,513,746,873.64",55.41,"63,411,792 LTC",
06/10/19,7,EOS,EOS,"$2,760,544,953.59",2.95,"934,784,447 EOS *",
06/10/19,8,Binance Coin,BNB,"$2,387,329,910.37",15.35,"155,536,713 BNB *",
06/10/19,9,Bitcoin SV,BSV,"$1,466,721,705.85",82.15,"17,854,986 BSV",
06/10/19,10,Stellar,XLM,"$1,188,801,304.53",0.06,"20,117,691,449 XLM *",
03/11/19,1,Bitcoin,BTC,"$166,495,319,475.22",9235.35,"18,028,037 BTC",
03/11/19,2,Ethereum,ETH,"$19,777,347,724.09",182.43,"108,413,569 ETH",
03/11/19,3,XRP,XRP,"$12,596,463,117.22",0.29,"43,248,091,671 XRP *",
03/11/19,4,Bitcoin Cash,BCH,"$5,296,136,970.28",292.71,"18,093,425 BCH",
03/11/19,5,Tether,USDT,"$4,126,314,408.69",1.00,"4,108,044,456 USDT *",
03/11/19,6,Litecoin,LTC,"$3,728,676,101.93",58.63,"63,601,946 LTC",
03/11/19,7,Binance Coin,BNB,"$3,142,781,985.62",20.21,"155,536,713 BNB *",
03/11/19,8,EOS,EOS,"$3,083,125,736.82",3.28,"938,664,398 EOS *",
03/11/19,9,Bitcoin SV,BSV,"$2,341,224,259.14",129.58,"18,068,415 BSV",
03/11/19,10,Stellar,XLM,"$1,385,608,525.89",0.07,"20,054,779,654 XLM *",
01/12/19,1,Bitcoin,BTC,"$134,215,145,409.92",7424.29,"18,077,837 BTC",
01/12/19,2,Ethereum,ETH,"$16,443,650,814.39",151.19,"108,764,570 ETH",
01/12/19,3,XRP,XRP,"$9,756,884,340.97",0.23,"43,299,885,509 XRP *",
01/12/19,4,Tether,USDT,"$4,118,235,661.15",1.00,"4,108,044,456 USDT *",
01/12/19,5,Bitcoin Cash,BCH,"$3,922,144,119.00",216.17,"18,143,825 BCH",
01/12/19,6,Litecoin,LTC,"$3,041,545,709.07",47.71,"63,749,132 LTC",
01/12/19,7,EOS,EOS,"$2,618,290,742.23",2.78,"942,556,942 EOS *",
01/12/19,8,Binance Coin,BNB,"$2,410,249,227.29",15.50,"155,536,713 BNB *",
01/12/19,9,Bitcoin SV,BSV,"$1,884,411,960.68",104.29,"18,068,415 BSV",
01/12/19,10,Stellar,XLM,"$1,164,817,487.42",0.06,"20,054,779,554 XLM *",
05/01/20,1,Bitcoin,BTC,"$134,469,548,249.08",7411.32,"18,143,812 BTC",
05/01/20,2,Ethereum,ETH,"$14,875,569,429.66",136.28,"109,157,039 ETH",
05/01/20,3,XRP,XRP,"$8,474,172,239.53",0.20,"43,337,903,409 XRP *",
05/01/20,4,Tether,USDT,"$4,133,500,727.77",1.01,"4,108,044,456 USDT *",
05/01/20,5,Bitcoin Cash,BCH,"$4,080,035,773.48",224.10,"18,206,600 BCH",
05/01/20,6,Litecoin,LTC,"$2,778,396,524.61",43.55,"63,793,157 LTC",
05/01/20,7,EOS,EOS,"$2,559,643,917.93",2.70,"947,443,787 EOS *",
05/01/20,8,Binance Coin,BNB,"$2,194,781,442.97",14.11,"155,536,713 BNB *",
05/01/20,9,Bitcoin SV,BSV,"$2,003,156,469.14",110.87,"18,068,415 BSV",
05/01/20,10,Monero,XMR,"$940,587,960.20",54.10,"17,387,097 XMR",
02/02/20,1,Bitcoin,BTC,"$170,034,976,661.75",9344.37,"18,196,525 BTC",
02/02/20,2,Ethereum,ETH,"$20,660,936,266.93",188.62,"109,538,787 ETH",
02/02/20,3,XRP,XRP,"$10,953,472,897.59",0.25,"43,685,558,183 XRP *",
02/02/20,4,Bitcoin Cash,BCH,"$6,906,342,984.26",378.27,"18,257,563 BCH",
02/02/20,5,Bitcoin SV,BSV,"$5,051,860,964.60",276.74,"18,254,727 BSV",
02/02/20,6,Tether,USDT,"$4,644,893,208.29",1.00,"4,642,367,414 USDT *",
02/02/20,7,Litecoin,LTC,"$4,494,447,998.53",70.23,"63,994,722 LTC",
02/02/20,8,EOS,EOS,"$4,017,311,929.48",4.22,"951,370,481 EOS *",
02/02/20,9,Binance Coin,BNB,"$2,869,369,978.09",18.45,"155,536,713 BNB *",
02/02/20,10,Cardano,ADA,"$1,445,896,374.60",0.06,"25,927,070,538 ADA",
01/03/20,1,Bitcoin,BTC,"$156,238,987,739.91",8562.45,"18,246,987 BTC",
01/03/20,2,Ethereum,ETH,"$24,069,393,931.83",218.97,"109,920,665 ETH",
01/03/20,3,XRP,XRP,"$10,018,780,809.13",0.23,"43,779,512,655 XRP *",
01/03/20,4,Bitcoin Cash,BCH,"$5,735,791,486.26",313.30,"18,307,463 BCH",
01/03/20,5,Tether,USDT,"$4,644,680,725.41",1.00,"4,642,367,414 USDT *",
01/03/20,6,Bitcoin SV,BSV,"$4,182,980,992.03",228.52,"18,304,827 BSV",
01/03/20,7,Litecoin,LTC,"$3,720,790,354.57",57.96,"64,199,500 LTC",
01/03/20,8,EOS,EOS,"$3,253,825,123.55",3.53,"920,569,793 EOS *",
01/03/20,9,Binance Coin,BNB,"$2,949,478,829.75",18.96,"155,536,713 BNB *",
01/03/20,10,Tezos,XTZ,"$1,842,690,210.54",2.62,"702,487,452 XTZ *",
05/04/20,1,Bitcoin,BTC,"$124,328,853,511.62",6791.13,"18,307,537 BTC",
05/04/20,2,Ethereum,ETH,"$15,847,283,514.12",143.55,"110,398,143 ETH",
05/04/20,3,XRP,XRP,"$7,882,313,124.22",0.18,"43,935,664,307 XRP *",
05/04/20,4,Tether,USDT,"$6,183,665,131.11",1.00,"6,166,094,190 USDT *",
05/04/20,5,Bitcoin Cash,BCH,"$4,261,855,110.55",232.00,"18,370,225 BCH",
05/04/20,6,Bitcoin SV,BSV,"$3,211,817,401.41",174.86,"18,367,527 BSV",
05/04/20,7,Litecoin,LTC,"$2,620,968,038.64",40.67,"64,444,531 LTC",
05/04/20,8,EOS,EOS,"$2,177,343,710.71",2.36,"921,542,573 EOS *",
05/04/20,9,Binance Coin,BNB,"$2,136,159,300.30",13.73,"155,536,713 BNB *",
05/04/20,10,TAGZ5,TAGZ5,"$1,246,951,555.79",3.23,"385,792,398 TAGZ5 *",
03/05/20,1,Bitcoin,BTC,"$163,358,189,150.98",8897.47,"18,360,075 BTC",
03/05/20,2,Ethereum,ETH,"$23,367,177,866.63",210.93,"110,780,013 ETH",
03/05/20,3,XRP,XRP,"$9,678,990,068.20",0.22,"44,112,853,111 XRP *",
03/05/20,4,Tether,USDT,"$6,383,346,956.15",1.00,"6,361,032,509 USDT *",
03/05/20,5,Bitcoin Cash,BCH,"$4,646,164,981.03",252.54,"18,397,413 BCH",
03/05/20,6,Bitcoin SV,BSV,"$3,837,664,273.22",208.62,"18,395,852 BSV",
03/05/20,7,Litecoin,LTC,"$3,120,493,727.30",48.27,"64,650,456 LTC",
03/05/20,8,Binance Coin,BNB,"$2,663,768,292.97",17.13,"155,536,713 BNB *",
03/05/20,9,EOS,EOS,"$2,621,533,307.94",2.84,"922,323,058 EOS *",
03/05/20,10,Tezos,XTZ,"$1,944,016,243.63",2.74,"709,161,521 XTZ *",
07/06/20,1,Bitcoin,BTC,"$179,540,253,701.40",9758.85,"18,397,681 BTC",
07/06/20,2,Ethereum,ETH,"$27,276,459,502.40",245.17,"111,256,534 ETH",
07/06/20,3,Tether,USDT,"$9,215,681,003.70",1.00,"9,187,991,663 USDT *",
07/06/20,4,XRP,XRP,"$8,974,728,442.39",0.20,"44,112,853,111 XRP *",
07/06/20,5,Bitcoin Cash,BCH,"$4,687,107,479.81",254.34,"18,428,863 BCH",
07/06/20,6,Bitcoin SV,BSV,"$3,576,181,987.23",194.07,"18,427,383 BSV",
07/06/20,7,Litecoin,LTC,"$3,029,051,320.83",46.67,"64,906,385 LTC",
07/06/20,8,Binance Coin,BNB,"$2,713,654,464.64",17.45,"155,536,713 BNB *",
07/06/20,9,EOS,EOS,"$2,628,357,333.97",2.82,"933,298,819 EOS *",
07/06/20,10,Cardano,ADA,"$2,246,692,653.28",0.09,"25,927,070,538 ADA",
05/07/20,1,Bitcoin,BTC,"$167,181,726,153.66",9073.94,"18,424,375 BTC",
05/07/20,2,Ethereum,ETH,"$25,415,950,648.56",227.66,"111,637,693 ETH",
05/07/20,3,Tether,USDT,"$9,177,873,625.93",1.00,"9,187,991,663 USDT *",
05/07/20,4,XRP,XRP,"$7,834,382,404.72",0.18,"44,257,803,618 XRP *",
05/07/20,5,Bitcoin Cash,BCH,"$4,093,899,884.33",221.84,"18,454,019 BCH",
05/07/20,6,Bitcoin SV,BSV,"$2,837,147,462.43",153.75,"18,452,621 BSV",
05/07/20,7,Litecoin,LTC,"$2,702,477,997.47",41.60,"64,966,421 LTC",
05/07/20,8,Cardano,ADA,"$2,546,315,062.67",0.10,"25,927,070,538 ADA",
05/07/20,9,Binance Coin,BNB,"$2,407,743,526.74",15.48,"155,536,713 BNB *",
05/07/20,10,Crypto.com Coin,CRO,"$2,339,156,569.55",0.13,"17,962,100,457 CRO *",
02/08/20,1,Bitcoin,BTC,"$203,936,136,729.63",11053.61,"18,449,725 BTC",
02/08/20,2,Ethereum,ETH,"$41,522,323,563.25",370.67,"112,019,132 ETH",
02/08/20,3,XRP,XRP,"$12,878,374,454.02",0.29,"44,862,646,997 XRP *",
02/08/20,4,Tether,USDT,"$9,976,732,913.64",1.00,"9,998,221,723 USDT *",
02/08/20,5,Bitcoin Cash,BCH,"$5,244,023,472.11",283.78,"18,479,056 BCH",
02/08/20,6,Bitcoin SV,BSV,"$4,024,751,708.40",217.82,"18,477,746 BSV",
02/08/20,7,Litecoin,LTC,"$3,691,130,076.20",56.64,"65,166,596 LTC",
02/08/20,8,Cardano,ADA,"$3,461,382,969.29",0.13,"25,927,070,538 ADA",
02/08/20,9,Crypto.com Coin,CRO,"$3,041,187,799.17",0.16,"18,575,799,087 CRO *",
02/08/20,10,Binance Coin,BNB,"$3,024,579,086.60",20.94,"144,406,560 BNB *",
06/09/20,1,Bitcoin,BTC,"$189,997,214,393.29",10280.35,"18,481,587 BTC",
06/09/20,2,Ethereum,ETH,"$39,751,917,522.78",353.36,"112,496,215 ETH",
06/09/20,3,Tether,USDT,"$14,167,651,778.61",1.00,"14,127,559,420 USDT *",
06/09/20,4,XRP,XRP,"$10,835,602,512.30",0.24,"45,011,240,343 XRP *",
06/09/20,5,Chainlink,LINK,"$4,519,805,323.98",12.91,"350,000,000 LINK *",
06/09/20,6,Bitcoin Cash,BCH,"$4,228,811,551.55",228.45,"18,510,619 BCH",
06/09/20,7,Polkadot,DOT,"$4,092,255,324.16",4.80,"852,647,705 DOT *",
06/09/20,8,Binance Coin,BNB,"$3,348,883,883.94",23.19,"144,406,560 BNB *",
06/09/20,9,Litecoin,LTC,"$3,142,675,721.59",48.05,"65,399,420 LTC",
06/09/20,10,Bitcoin SV,BSV,"$3,026,277,242.17",163.50,"18,509,090 BSV",
04/10/20,1,Bitcoin,BTC,"$197,687,817,851.48",10669.58,"18,528,168 BTC",
04/10/20,2,Ethereum,ETH,"$39,907,132,066.83",352.58,"113,186,353 ETH",
04/10/20,3,Tether,USDT,"$16,391,711,492.85",1.00,"16,369,460,603 USDT *",
04/10/20,4,XRP,XRP,"$11,211,741,545.35",0.25,"45,266,091,298 XRP *",
04/10/20,5,Binance Coin,BNB,"$4,179,682,348.61",28.94,"144,406,561 BNB *",
04/10/20,6,Bitcoin Cash,BCH,"$4,108,245,727.71",221.39,"18,556,400 BCH",
04/10/20,7,Chainlink,LINK,"$3,663,302,289.91",9.40,"389,509,556 LINK *",
04/10/20,8,Polkadot,DOT,"$3,558,875,853.01",4.17,"852,647,705 DOT *",
04/10/20,9,Crypto.com Coin,CRO,"$3,120,909,886.28",0.15,"20,960,730,594 CRO *",
04/10/20,10,Litecoin,LTC,"$3,072,828,147.16",46.73,"65,756,928 LTC",
01/11/20,1,Bitcoin,BTC,"$254,569,759,062.59",13737.11,"18,531,537 BTC",
01/11/20,2,Ethereum,ETH,"$44,888,307,221.41",396.36,"113,251,873 ETH",
01/11/20,3,Tether,USDT,"$16,660,908,761.15",1.00,"16,654,602,134 USDT *",
01/11/20,4,XRP,XRP,"$10,859,147,268.26",0.24,"45,284,665,028 XRP *",
01/11/20,5,Bitcoin Cash,BCH,"$4,966,023,215.63",267.56,"18,560,700 BCH",
01/11/20,6,Chainlink,LINK,"$4,505,164,094.00",11.54,"390,509,556 LINK *",
01/11/20,7,Binance Coin,BNB,"$4,110,036,786.41",28.46,"144,406,561 BNB *",
01/11/20,8,Litecoin,LTC,"$3,656,933,388.56",55.59,"65,786,828 LTC",
01/11/20,9,Polkadot,DOT,"$3,602,960,876.34",4.23,"852,647,705 DOT *",
01/11/20,10,Bitcoin SV,BSV,"$3,055,524,326.97",164.64,"18,559,177 BSV",
06/12/20,1,Bitcoin,BTC,"$359,123,541,247.06",19345.12,"18,564,037 BTC",
06/12/20,2,Ethereum,ETH,"$68,452,719,868.01",601.91,"113,726,030 ETH",
06/12/20,3,XRP,XRP,"$28,100,510,377.08",0.62,"45,334,295,892 XRP *",
06/12/20,4,Tether,USDT,"$19,683,467,750.66",1.00,"19,659,810,789 USDT *",
06/12/20,5,Litecoin,LTC,"$5,517,178,550.56",83.56,"66,030,236 LTC",
06/12/20,6,Chainlink,LINK,"$5,336,371,894.38",13.49,"395,509,556 LINK *",
06/12/20,7,Bitcoin Cash,BCH,"$5,324,074,006.72",286.36,"18,592,494 BCH",
06/12/20,8,Cardano,ADA,"$4,942,739,300.77",0.16,"31,112,484,646 ADA",
06/12/20,9,Polkadot,DOT,"$4,547,051,375.88",5.14,"885,352,072 DOT *",
06/12/20,10,Binance Coin,BNB,"$4,265,885,902.99",29.54,"144,406,561 BNB *",
03/01/21,1,Bitcoin,BTC,"$609,409,213,147.03",32782.02,"18,589,737 BTC",
03/01/21,2,Ethereum,ETH,"$111,309,985,610.91",975.51,"114,104,675 ETH",
03/01/21,3,Tether,USDT,"$21,340,101,768.04",1.00,"21,329,136,250 USDT *",
03/01/21,4,Litecoin,LTC,"$10,610,100,156.81",160.19,"66,234,230 LTC",
03/01/21,5,XRP,XRP,"$10,254,417,776.80",0.23,"45,404,028,640 XRP *",
03/01/21,6,Polkadot,DOT,"$8,995,148,461.43",10.03,"896,530,965 DOT *",
03/01/21,7,Bitcoin Cash,BCH,"$7,845,655,333.38",421.79,"18,600,863 BCH",
03/01/21,8,Cardano,ADA,"$6,377,915,101.91",0.21,"31,112,484,646 ADA",
03/01/21,9,Binance Coin,BNB,"$5,942,182,740.66",41.15,"144,406,561 BNB *",
03/01/21,10,Chainlink,LINK,"$5,453,374,284.89",13.65,"399,509,556 LINK *",
07/02/21,1,Bitcoin,BTC,"$724,478,833,211.10",38903.44,"18,622,487 BTC",
07/02/21,2,Ethereum,ETH,"$184,955,254,624.65",1614.23,"114,578,160 ETH",
07/02/21,3,Tether,USDT,"$28,640,986,238.57",1.00,"28,606,332,458 USDT *",
07/02/21,4,Cardano,ADA,"$20,634,977,898.63",0.66,"31,112,484,646 ADA",
07/02/21,5,XRP,XRP,"$18,976,956,806.59",0.42,"45,404,028,640 XRP *",
07/02/21,6,Polkadot,DOT,"$17,972,785,450.43",19.79,"908,009,247 DOT *",
07/02/21,7,Binance Coin,BNB,"$10,599,484,196.39",68.59,"154,532,785 BNB *",
07/02/21,8,Chainlink,LINK,"$10,052,631,510.17",24.79,"405,509,556 LINK *",
07/02/21,9,Litecoin,LTC,"$10,041,267,657.73",151.14,"66,436,829 LTC",
07/02/21,10,Dogecoin,DOGE,"$10,105,792,829.48",0.08,"128,275,738,389 DOGE",
07/03/21,1,Bitcoin,BTC,"$954,880,954,584.64",51206.69,"18,647,581 BTC",
07/03/21,2,Ethereum,ETH,"$198,088,541,069.55",1723.15,"114,956,971 ETH",
07/03/21,3,Binance Coin,BNB,"$37,115,563,234.61",240.18,"154,532,785 BNB *",
07/03/21,4,Tether,USDT,"$36,472,973,681.61",1.00,"36,461,381,803 USDT *",
07/03/21,5,Cardano,ADA,"$36,209,148,044.41",1.13,"31,948,309,441 ADA",
07/03/21,6,Polkadot,DOT,"$32,235,883,114.92",35.19,"916,087,270 DOT *",
07/03/21,7,XRP,XRP,"$21,197,655,054.81",0.47,"45,404,028,640 XRP *",
07/03/21,8,Uniswap,UNI,"$17,864,556,536.12",34.28,"521,162,962 UNI *",
07/03/21,9,Litecoin,LTC,"$12,707,914,232.95",190.76,"66,617,600 LTC",
07/03/21,10,Chainlink,LINK,"$11,747,862,015.92",28.55,"411,509,556 LINK *",
04/04/21,1,Bitcoin,BTC,"$1,097,232,660,348.16",58758.56,"18,673,581 BTC",
04/04/21,2,Ethereum,ETH,"$241,411,837,678.00",2093.12,"115,335,723 ETH",
04/04/21,3,Binance Coin,BNB,"$54,337,497,318.26",351.62,"154,532,785 BNB *",
04/04/21,4,Tether,USDT,"$42,503,862,983.73",1.00,"42,359,752,850 USDT *",
04/04/21,5,Polkadot,DOT,"$41,344,587,411.55",44.65,"925,924,767 DOT *",
04/04/21,6,Cardano,ADA,"$38,063,850,600.58",1.19,"31,948,309,441 ADA",
04/04/21,7,XRP,XRP,"$29,364,108,460.54",0.65,"45,404,028,640 XRP *",
04/04/21,8,Uniswap,UNI,"$16,219,657,547.08",31.07,"522,110,657 UNI *",
04/04/21,9,Litecoin,LTC,"$13,620,356,609.06",204.04,"66,752,415 LTC",
04/04/21,10,Chainlink,LINK,"$12,924,960,735.92",30.96,"417,509,556 LINK *",
02/05/21,1,Bitcoin,BTC,"$1,058,862,005,057.49",56631.08,"18,697,543 BTC",
02/05/21,2,Ethereum,ETH,"$341,593,133,885.93",2952.06,"115,713,634 ETH",
02/05/21,3,Binance Coin,BNB,"$95,450,760,763.81",622.10,"153,432,897 BNB *",
02/05/21,4,XRP,XRP,"$70,950,198,082.14",1.56,"45,404,028,640 XRP *",
02/05/21,5,Tether,USDT,"$51,788,836,339.95",1.00,"51,781,989,851 USDT *",
02/05/21,6,Dogecoin,DOGE,"$48,672,985,630.28",0.38,"129,433,561,915 DOGE",
02/05/21,7,Cardano,ADA,"$42,389,411,930.29",1.33,"31,948,309,441 ADA",
02/05/21,8,Polkadot,DOT,"$34,253,692,068.17",36.65,"934,500,915 DOT *",
02/05/21,9,Uniswap,UNI,"$22,153,449,417.44",42.33,"523,384,244 UNI *",
02/05/21,10,Bitcoin Cash,BCH,"$18,250,673,622.11",974.66,"18,725,256 BCH",
